"受付番号","意見"
"185001345000000318","イラストレーターになりたいと思う人間の夢を、奪わないでほしい。人の絵を盗作した人間がでかい顔してのさばる社会はごめんだ"
"185001345000000319","デジタルイラストを描く者として、まずAIに無断で学習させることに問題がないのか多くの方に考えて頂きたいと思っています。作風の模倣は人であれAIであれ問題があるのはわかりやすいと思いますが、学習とはいえ無断使用であり野放しにしておいていいものなのか是非多くの方に考えて頂きたいです。自分の成果物が無断で使用されることがわかっていたら、だれも本気で作ろうと思わなくなると思います。例え完全には抑制できないとしても、無断学習は問題があると定められるだけでも私は創作意欲を失わずに活動していける助けになると思っています。"
"185001345000000320","1．はじめに生成AIに対するパブリックコメントの収集ありがとうございます。これを受けて生成AIを規制する方向に動くことを願っています。2．検討の前提として（1）従来の著作権法との整合性について「非享受目的に該当する」範囲が広いため学習元であるイラストレーターさんや作家さんが被害にあっているにも関わらず法では守りきれない状態になっています。3．生成AIの技術的な背景について（1） 生成AIについて「非享受目的」なら無断での学習も合法であると記載されていましたが、現在特定の作家さんを集中的に学習することで画風を模倣したものや、特定の名前などを指示してないにも関わらず人気なアニメやゲームのキャラクターのAIイラストが出てきてしまうなど、決して非享受目的ではないような生成AIが蔓延っています。そもそも、技術の発展だけならまだしも無断で学習したAIからイラストを生成するのは元データとなっている方々のイラストの思想等を盗んで享受する行為以外の何者でもなく、そういった観点からも規制に動くべきだと思います。参考リンク（2） 生成AIに関する新たな技術現在生成AIに関する新たな技術は前述した「特定の作家の画風を模倣するモノ」ぐらいしか見受けられず、また生成AIの利用者からも新たな技術を生む動きは見受けられません。生成AIを許したところで新たな技術が発展し日本の文化が豊かになることはあり得ません。むしろ、現在商業ののメインである創作文化が廃れていくのみです。（3） AI開発事業者・AIサービス提供者による技術的な措置について現存する著作権法における処罰の後、生成AIを規制、使用禁止に動くのが一番だと思います。4. 関係者からの様々な懸念の声について3の（1）に付けたリンクの通り、AI学習禁止を記載してるにも関わらず勝手に学習して著作権が侵害されている作家さんや、その行為を訴えやめて欲しいと言った結果殺人恐喝が届いたり、自身の画風が自殺教唆に使われた方もいます。また、生成AIがゲームの広告に使われたり、YouTubeのサムネや動画に使われたりすることは、学習元となった方々の著作権を侵害しているだけでなく無断の商用利用になっていると考えられます。海外の方からも生成AIに対する反発は強いです。そういった様々な観点からも考え、やはり生成AIは規制するべきだと改めて提言します。参考リンク殺人恐喝について自殺教唆について海外の方のAIに対するコメント5. 各論点について（1）学習・開発段階最初に、生成AIを利用してどのように社会に貢献できるのか明確に提示できない場合は学習するべきでは無かったと思いますし、それを今も明示できてないにも関わらず許すべきではないと思います。（2）生成・利用段階許されるものではありません。他者の著作物を利用して権利を踏み躙って自分一人のみが利益を得られている状況です。いち早く規制に動くべきだと思います。（3） 生成物の著作物性についてありません。生成AIは何十億といった無断学習データによるコラージュと似た仕組みであり、それによって生成されたものの著作物性は元データの方のみにあると思われます。また、指示の仕方に個性が出ると思われていますが、現在生成AIに対する指示のやり方を教えている場所が多数見られ、3の（1）でも述べたように簡易な指示でも既存のキャラクターが出てきたり、既存の作家の画風に酷似したAIイラストが出力されることから、そこに個々人の個性や思想が反映されてるとは到底考えにくいからです。6.最後今回はイラストに焦点を当てて述べましたが、文章も同様です。生成AIは多数の被害者の上に成り立っている技術であると認識が広まり、いち早く規制へと進むことを願っています。"
"185001345000000321","学習、開発段階についての考え方について現在の生成AIは多くのクリエイターの著作物を無断で収集、使用している。これによりクリエイターの作風に酷似した作品が生成出来てしまい、もしファンや購入者が生成AIの生成物の方へ流れてしまえば、それはクリエイターが得るはずだった利益を失うことになり、権利の保護がなされているとは言えないだろう。さらに、それが原因でクリエイターが作品の制作をやめてしまえば、それは文化の発展に寄与することにはならない。現在、クリエイターが拒否しても生成AIへの無断利用を止めることが出来ていない以上、規制を引くことは厳しいと思われるため、生成AIの全面利用禁止をするべきではないかと考える。"
"185001345000000322","生成AIは今までの技術と違い、既存の工程を踏まえた発展形ではなく工程が全く別で、材料も完成品を元にしている（イラストを使ってイラストを生成する等）。本来の技術と文化の発展・継承に基づいた経済活動の意義を失わせ阻害する為、その技術の空洞化を招きかねない。生成AIはその出力の材料になる学習データを拒否権もない他者から無断で収集して作られている。生成AIは出力結果の品質で評価されている。データの量と質、アノテーションの仕方で出力結果が全く異なってくる＝学習データこそが成果の要である。しかしその成果は生成AIを作成・使用した企業や個人による成果にすり替えられ、当人らはそれにより投資や利益を獲得しており搾取的な構造になっている。生成AIの入出力の制限や規制が行われていない為、犯罪・悪質行為への幇助性が極めて高く、現に数多くの被害を生んでいる。生成AIの出力であると明記する義務や規制がない為、それらと既存の画像・文章データ等を区別する手段がなく、偽装・僭称・詐称行為に対して消費者や各市場運営者が判断コストの負担を強いられ、それら被害に遭うリスクも増大している。海外では生成AIによる出力物はすでに忌避されている、日本の創作物の文化を海外に展開していきたいと考えているのならば、明確な規制と制限を設けるべきだ、もちろんＡＩを使う側ではなく元となる創作者を保護する目的でだ。"
"185001345000000323","生成AIについて、以下の問題点があります。・他者の描いた著作物を無許可で学習させ、生成されたものには著作物が多く含まれている。場合によってはかなり類似性のあるものを生成することもある。・無許可で使用しているのみならず、著作物を使用された著作権者には一切利益が還元されず、むしろ不利益を被っている状態にある。・現時点で一定のクリエイターの絵柄のみを学習し、生成AIでその絵、絵柄を再現、または複製したものを生成し悪意を持って行っているケースが見受けられる。それ以外にもたくさん問題点はありますが、これらのことが重なり許されてしまうことは日本の高い水準を誇る漫画やイラストなどのアート文化が破壊され、衰退していってしまいます。生成AIは現時点でも非常に問題点を多分に含んでおり、国としてこれを許すことは絶対に避けるべきです。また、海外では既に生成AIに対して否定的な意見がとても多い状態です。その為今すぐにでも日本でこの生成AIの問題点を理解し、法の整理をお願いいたします。"
"185001345000000324","まずは本音と建て前に分かれると思います。建て前は「生成AIのデーターセット、学習元のデーターは出所が正しく、かつ著作の許可をきちんと取っている問題の無いもの」ですが、それは膨大な手間をかけても使用許可を得られず、偏った一部のデーターしか使い物にならない場合が多いです。かつ成果も低いです。ただし著作の問題は守られると思われます。本音は、パワフルなAIデータセットを本気で進めるのであれば、著作は徹底的に無視し「とにかくデーターを集める」のが最良で最短だと考えます。公的には許される行為ではありませんがOpenAIやMidjourneyなどがそれの有用性を明確に証明しています。現在のInternetにおいてAI生成のための情報搾取を避けるのは難しいため「AIによる生成物が、既存の著作保持者の製作物と類似（生成AIに許可して無い）、かつ、無許可で商用利用される場合」を取り締まり、AI生成物を制限するのが良いのではと考えます。ほぼ、既存の著作権法です。理由は、AI学習は個人でも可能なため避けられないからです。ならば成果物を規制するしかないと考えます。個人的な意見としては、大学や企業へ大規模に資金を投入し生成AIを含めたAI技術を可能な限り推し進めて欲しいです。理由は、アメリカが中国へAI用高性能ハードウェアの輸出を禁止しているため、今が技術を伸ばすチャンスだからです。著作権も大事ですが技術が大幅に進歩する事を、まず望みます。"
"185001345000000325","日本が誇るべきカルチャーを生成AIなどに使われたら、2度と日本のカルチャーは日の目を見ないでしょう。クリエイターを大切にするなら著作権が絡む生成AIはすべて禁止にした方がいいと思います。"
"185001345000000326","いわゆる画像生成AIは、元の画像に児童ポルノや他者の著作物を無断で使用して成り立っているので、AIから生成された画像に著作権を認めるべきではないし、著作物を無断使用している現状の生成AIそのものを取り締まるべきであると思う。"
"185001345000000327","企業が広告や企画として使うAIですら、無許可で他社のキャラクターが生成されたり学習元のデータに関する保護が不十分だと思える"
"185001345000000328","現状イラストレーターへの嫌がらせやフェイク等で使われている印象が強いから規制してほしいワクチンを作らずウイルスをバラまいて手に負えなくなっているようで、いざという時ブレーキをかけられないまま進めるのは危険ではないでしょうか？誰が何の目的で生成したのか、それこそマイナンバー等で管理が出来る物にするべきでは？"
"185001345000000329","「5.各論点について」の(3)生成物の著作物性についてのイの文中にある、「創作的表現といえるものを具体的に示す詳細な指示は、創作的寄与があると評価される可能性を高める」という部分は、「2.検討の前提について」の(1)にある、「単なる事実やデータにとどまるもの(要件1を欠くもの)、(中略)は著作物に該当せず、著作権法の保護対象に含まれない」という部分と矛盾すると感じました。AIによる生成物は同一の学習モデルに同一の文言を入力すれば同じように出力されるため、単なる指示の文言であり、どれほど詳細であっても創作的寄与として認められない上、学習元のデータを踏まえた物でしかなく、元のデータの著作権を侵害していると思います。"
"185001345000000330","絵師様が時間と労力をかけて描いた素晴らしい絵を、AIに学習させ、さらにはそれにより利益を得ようとする行為は決して許されることのない著作権違反だと思います。"
"185001345000000331","結論から言えば、現在使用されているAI生成物に著作権が認められるべきではない。昨今問題となっているイラスト生成AIの成り立ちを知っていたらそもそも議論に値しないものであることは明白である。というのも、イラスト生成AIと言えば近未来的で聞こえは良いが、現行のAIによる作画はデータベースにあるものの継ぎ接ぎであり、それこそプロンプトに作者名を入れることで特定の作者のサインまで復元されるレベルである。要するにイラスト生成AIとは名ばかりでただの無断盗用コラージュである。作者が許してデータベース化されたものであれば何の問題もないが、現状のデータセットは上述したように無断盗用である点が問題だ。この無断盗用を議論せずに生成物への著作権だなんだと言っている時点で本質が理解できていないと考えられる。他にも総理に猥談させるような動画などAI利用は人の声帯を含めた音声、ディープフェイク動画などイラスト生成AI以外にも問題は多く、これによる著作権を保護する以前に、データベースに使用されるもの（この動画の例であれば総理の声と顔）に対して、保護や無断使用に対する罰則などが何も議論がなされていない以上はそれによる生成物に著作権など認められるはずがないということは明白である。"
"185001345000000332","2-(1)ェ2-(1)ウには「これらの規定及び考え方…」の箇所には、著作権侵害が発生した場合場所が日本であるなら日本の法が適応されるとあるが、そもそも著作権は著作権利者に帰属するものである。著作権利者が海外であれば権利者の国の法が適応されるのが妥当で、日本で起きたから日本の法ではあまりにも無理がある。2-(2)イ及びウ 5-(4)について 5-(1)(ェ)生成AIへの著作物の学習は「著作物に表現された思想又は感情の享受を目的としない利用」とされている。しかし例えば芥川賞を受賞した「東京都同情塔」に生成AIを使った文章を使われていたり、AIで生成した画像により他人からの共感を得ようと、また利益を得ようとするアカウントがSNSやイラストコミュニケーションサービスなどに多くいるのが現状(例:https://painter-ai.ai/)これは明らかに2-(2)「ウ」にある「著作物等の視聴等を通じて、視聴者等の知的・精神的欲求を満たすという効用を得ることに向けられた行為」であり、ある著作物等を「情報解析の用に供する場合」に反している。また「享受」される場合であっても47条の5が適応されれば、とあるが後述するように「著作権者の著作物の利用市場と衝突」はすでに発生し、著作者が学習を拒否したことにAI利用者が誹謗中傷を繰り返し創作活動を行わなくなったり、裁判や調査などに費用や時間を割かざる負えなくなり不利益を大きく受けている。(生成AI利用者による著作者への誹謗中傷の例これらの事象は「著作権利者の利益を不当に害する」に接触している。5-(4)には「また、著作権者等へ…」には「AI 開発に向けた情報解析の用に供するために著作物を利用することにより、著作権法で保護される著作権者等の利益が通常害されるものではないため」対価還元の必要はないとされるが著作物を利用するのに著作権利者がその対価を求めるのは当然の権利であり、それがない時点で権利者の利益を不当に害していると判断できる。また文化庁の「誰でもできる著作権契約マニュアル」にも「著作物を利用する権利は、著作権者の承諾を得ない限り譲渡できません」とあり、「使用料の支払いについて規定するようにしましょう」とも。著作物の利用する権利はそもそも著作権利者が保有しており、無断で使用することが違反であることをすでに文化庁自身が示している※1。(※1 https://www.bunka.go.jp/chosakuken/keiyaku_manual/1_1_2.html)また5-(1)(ェ) 「また、本ただし書への該当性を検…」にある「著作権者の著作物の利用市場と衝突」はすでに起きており、DLsiteではAI生成物を使用したパッケージや漫画が販売され通常著作権利者の著作物を利用する市場と衝突しDLsite側が対応する問題が発生している。※2(※2 )またAI生成による創作物が増えれば「将来における著作物の潜在的販路を阻害」し著作権利者の利益を不当に害する問題が多発することは想像に容易い。5-(3)生成物の著作物性について5-(3)2 生成の試行回数の「すなわち生成物を確認し指示・入力を修正しつつ試行を繰り返すといった場合には、著作物性が認められることも考えられる」とあるが著作権法2条1項1号「思想又は感情を創作的に表現したものであって、文芸、学術、美術又は音楽の範囲に属するものをいう」とあり、AIでの創作に政府自身が「著作物に表現された思想又は感情の享受を目的としない」と示しており矛盾している。またAIは創作ではなく単なる学習の情報のアウトプットにすぎず創作とは到底言えないものである。以上から生成AIの著作物の学習、生成AI生成の著作物性に関し・著作権利者の使用許諾と著作権利者に対する報酬を必須・生成AIに著作物性が発生することは無いことの明記とする法整備の即時決断をお願い致します。最後になりますが、すでに生成AIによる被害は多く発生しており海外では法整備や規制の動きが活発になりつつあります。文化庁は「文化を守り、文化で未来をつくる、世界とつながる」を掲げています。生成AIを推進し既存の著作物の著作権を蔑ろにするのはこれに大きく矛盾している行為だとお気づきですか。今回の素案を一通り見た所、今回書いたこと以外にも多くの矛盾点や法の強引な解釈が見受けられました。もう一度文化庁が何のために存在しているか、何を守るべきで今は何をするべきかを考えるべきかと思います。"
"185001345000000333","AIによる無断学習は窃盗と同じように罪です。人間がパクったら罪なのにAIにやらせれば罪にならないのはおかしいです。料理人のレシピや作り方、農家の野菜や育てかた、声優の声や話し方、絵描きの絵や描き方、全部その人の財産です。AIを使って盗まないでください。"
"185001345000000334","AIは人類の科学技術に直接関係する、極めて重要な技術の一つです。AIによる学習ならびに、AIによる著作権は全面的に認められるべきです。最も重要視すべきは人類の科学技術であり、著作権や芸術は二の次です。科学技術という人間の理性に反する主張は、それは全て感情論であると言えます。よって感情論に従うべきではありません。人類という脳と知性を持つ種族である以上、我々が最も重要視するべきは理性です。だからこそ理性の結集体であるAIは全面的に認められるべきです。AIは人類を更に次のステージに押し上げます。"
"185001345000000335","AIツールのトレーニングにインターネットからスクレイピングした大量の著作物を利用しており、それらの著作物に対して対価を支払っていないことや、AIツールが著作物を表示する可能性があるため不当であり、権利の侵害だと考える"
"185001345000000336","学習元が不透明であり、且つそれにより権利侵害が行なわれている可能性がある以上、AIを用いて作られたものは全て著作権違反と判断すべきである。よって、AI作品に一切の著作権を認めるべきではない。AI普及・活用を推進するのであれば、まずは完全にクリーンなデータベース（学習ファイルの著作権がすべて明らかになっており、且つ著作者が同意しているもの）を用意すべきである。既に出回っている学習データは冒頭の通り著作権侵害であり、いかなる理由があっても利用すべきではない。"
"185001345000000337","2.ウ権利制限規定の考え方権利者の許諾を得ずに著作物を利用できる範囲に「営利を目的としない上演等」とあるが、無許可で学習した画像を利用したAI画像生成ツールを明確な営利目的として利用している事例がすでに存在しているため(1)、この考え方は適用されるべきではないと考える。(1)https://official.fanbox.cc/posts/59321262(2)ア 「柔軟な権利制限規定」の制定に至る背景と経緯「新しいイノベーションの創出の期待」とあるが、そのイノベーションの創出に至るまでに既存の創作者の創作意欲の低減、それに伴う関連技術の将来的な低迷と文化発展の阻害が懸念されるのではないか。"
"185001345000000338","現在の生成AIの普及状態から見て生成物と既存著作物の類似性の検証が追いつくとは到底思えない。著作物が守られるとは思えない考え。"
"185001345000000339","生成AIは現状イラストや音楽などの創作者の権利を奪うだけでなく、利用者による著しいイメージの低下がSNS上で見られます。生成AIを今後クリーンなイメージで発展させるために、明確な学習のための線引きが必要であると考えます。AI学習は今いるクリエイターの作品ありきで成り立っているため、クリエイターの権利や作品を守ることを第一に考えていただきたいです。特にアニメ、マンガは世界から注目され評価される文化です。その文化を潰さないための法整備をお願いしたいです"
"185001345000000340","無断データで、データ元と競合する生成AI開発するのは不当な権利の侵害行為に該当するものだという意見が、SNSでとても話題になっています。この意見から色々と調べていくと、意見提出をしなければ自分を含めて創作活動をする人が苦しい状況になるのだとわかりました。イラストレーターがAIに絵を無断学習され、仕事が来なくなってしまった人もいます。日本だけ生成AIについての規制が緩く、海外のようにもっと厳しく規制をしてほしいです。"
"185001345000000341","４．・ディープフェイクが簡単に作れる・既存のクリエイターに嫌がらせ目的で使われる・クリエイターの成果物を使わないと成り立たない仕組みなのに市場が競合するこれが問題だと思っています。５．（２）そのため、利用段階に規制を設定する必要があり、権利者が脅かされる場合は明確に訴えられる仕組みを作る必要があると思っています。（３）人には考えつかなかった発想を生み出した場合はAI使用者の著作物となると思います。既存のクリエイターの模造品でしか無い場合は著作物では無いかと思います。生成の仕組み的に違うのは重々承知していますが、生成したものが何人かのクリエイターのコラージュの様に見える場合は権利者として訴える権利が発生するべきだと思います。そうしなくては新しい表現を模索するクリエイターが居なくなります。"
"185001345000000342","その他の論点に関して先ず、そもそもの話として、AIを利用したか否かを判断する事が難しくなっている為、生成AIを利用した事を表記する義務を課す法律を考えるべき。"
"185001345000000343","画像生成aiに厳格な法整備を進めてください例として、特定の人物の作品を大量に読み込ませて作ったと公言して投稿されている画像などがあります。公言されているのにも関わらず、オリジナルを製作している人はそれに対してグレーだからと泣き寝入りをするしかないというのが現状です。また、公言していなくとも類似性の高さから日本のアニメーションを無断で切り抜きその画像を大量に読み込ませて作られて生まれた作品も数々見受けられます。本来こういったものは著作権違反に当たるはずなのに現行ではグレーになっており個人又は企業の著作物が合法的に搾取されている状態が続いています。世界に誇る日本のカルチャーの一つである漫画アニメ文化を守るためにも学習元のデータセットの公開を義務付けてクリエイターの方々が安心して作品作りをできるような環境（制度）を整えてください。"
"185001345000000344","私は本業・趣味ともにクリエイティブ業です。昨今話題の生成AIについて、仕事用途で使うには不審な部分が多く、使いたくないと思っています。今回パブコメという機会をいただけたので意見をお送りいたします。５．各論点について（１）学習・開発段階・データセットへの不審感があります。不当に入手されたデータ（いわゆる漫画村などの海賊サイト）や、児童ポルノ等の非人道的なデータが含まれていると聞きました。間接的に犯罪行為に金銭を渡すことになってしまわないでしょうか。また、adobe、shutterstock等有名企業もAIに取り組んでいますが、その会社が所持している画像ストックサイトそのものに権利的に不審なデータが多く含まれており、改善されていません。（２）生成・利用段階・ 「AIの学習方法は人間と同じ。だから問題ない」という意見がありますが、私は「私自身が学習していない情報を出力し、それを自分の作品だと表明したくない」と考えています。万一他者に権利のあるデータを知らずに世の中に出してしまった場合のリスクが高く、責任を負いきれないためです。仮にAIを作成した会社が金銭的補償をしてくれたとしても、ユーザー（クリエイター個人や、企業）の社会的信用度の損失、補償は誰が負うのでしょうか。ユーザーが負わなければいけないなら、わざわざAIなんて使いません。・検索結果の汚染問題もあります。google検索で生成AIのものが混じっていたり（正確な情報を得られない）、写真素材販売サイトにAIと記載せず登録されるなど（クリーンな素材を購入したい）。（３）生成物の著作物性について（４）その他の論点について・ そもそもAIユーザはクリエイターなのでしょうか。これはクリエイターではないと思っています。しいて言うならクリエイターはプログラマ、あるいはAIソフトウェア自身を指すのではないでしょうか（例：囲碁のAI等）・現状、AIを想定した法律になっていないと思います。賛成派や反対派、様々な視点から意見を集め、法律の更新がされることに期待しています。今までは反対派の声は届いていなかった印象ですが、今回、広く意見募集をかけてくれたことには感謝しています。・ 生成AIと技術史を論じる際に「写真の発明と同じ」という言い方がありますが、どちらかというと「シャインマスカットの種の窃盗」ではないでしょうか。当時の写真家は、例えばモナ・リザを撮影して「私が描いた」とは言わなかったはずです。・正直そもそも生成AIがなくてもクリエイティブ業で困ることはないです。むしろ消えて欲しい。すみません、本音が出ました。終：技術的には面白いものだとは思っていますが、あまりにも現クリエイターをないがしろにしたり、無断で作品を使用して技術開発するなど、AIユーザーや開発者に良い印象がまったくもってありません。心情としてAIには消えてくれとは思っていますが、現実、出てしまった技術がなくなるとも考えにくいです。せめて現クリエイターに敬意をもって開発・法整備してくれませんか。いずれにせよ、前半で申し上げた通り感情論を抜きにしても仕事では使えません。ご検討宜しくお願い致します。"
"185001345000000345","日本のコンテンツ産業は、今守っておけば、良い意味で長期的に成長産業として持続できると考えています。ある意味経済資源と言っても良いと考えます。しかるに、アニメや漫画といった日本のコンテンツ資産を、AIによって他国に簒奪させるのは、いわば石油や食料資源を他国に奪わせているに等しいように思います。かつて、20世紀後半から、自動車工場の産業の空洞化と言った指摘が相次ぎました。（今はもう政府も経済的敗北を認めたのか、どうも「産業の空洞化」という単語自体殆ど聞かなくなりましたね。）そう考えれば、コンテンツ産業はぜひとも日本に残したい国内産業である…ように見えます。もちろん、政府として、「そんなに才能があるのならアメリカでもどこでもいって創作すればいい」というスタンスもありとは思いますが、そんなことを20世紀に言って居た結果、GAFAMにあたりに全部持っていかれたように思うので、このまま行くと日本全土が香川県のようになるのではないかと思います。"
"185001345000000346","生成AIのデータ学習は窃盗と同様のものである。SNS及びインターネットにクリエイターが投稿したものは展示しているだけであり、それらを使用することは許可していない。クリエイターが自由に使っていいと言っていない限り、使用を許可しているのはその創作物を作るよう依頼した人のみである。クリエイターにお金を支払って依頼する人もいる中、「奪ってもなくならないから」という理由で展示しているものを勝手に使用されることはまかり通っていいものではない。マジックコンピュータという前例がありながらここまで法規制されないのは甚だ疑問である。生成AIによる生成物を個人的に使用する場合や、生成のために打ち込んだプロンプトを公開することはマジックコンピュータ同様問題ないが、生成物をSNS及びインターネット上に公開することは認められるべきではない。生成物をSNS及びインターネット上に公開する場合は学習のためのデータは許可を取ったものやクリエイターに相応の報酬を支払った場合のみに限定するべきである。"
"185001345000000347","AIと著作権に関する考え方についてAIとは人工知能でありこのAIによってより私たちが出来ることの補助ができます昨年からAIによるイラストや音声も作られるようになり、創作系が苦手な人でも創作を作られるようになりなりました。しかし、創作においては必ず著作権が付き物であり必ず創作を行う際は注意を行うようにしないと行けません。このAIによるイラストは悪い方向へと繋がるのではないかと危惧する製作者がいます。これはほぼ当たっており、創作において自分が苦労して創ったものが他人によって多く出されたら創作意欲を失い製作者がやめる事態にもなり大きな悪循環を生み出してしまいます。これを防ぐには著作権を上手く使いこなさなければ行けません。ただし著作権を厳しくすると今度は製作者自信を首を絞めることにもなり著作権を厳しくするのではなくどう上手く使いこすかです。海外でもAIにたいして厳しいところもあるのですが上手く調整しないと製作者の成長が止まってしまいます"
"185001345000000348","まず前提として、今後もＡＩによる画像生成技術等は進歩していくことが考えられる。そうなるとＡＩ生成画像であるか否かの判別はどんどん難しくなっていくだろう。そうなれば学習元として使われたにも関わらず、判別がつかないから訴えも出来ないということも起こりうる（すでに起こっている）であろうことから、早急に対策が必要と考える。個人的には、ＡＩによって生成した画像はＡＩによって生成した旨を明示することの義務付け。および、ＡＩ生成した画像の学習元となった画像（実写・絵画にかかわらずその権利者）の許諾および生成した画像への許諾者の名前を記載またはデータ上に付与（作家名などでも可、ゲームなどに使用した場合スタッフロール等への記載も可）というのが絶対に必須なことだろうと思う。"
"185001345000000349","1に対して。作品を作ると言うことは、個人が個人の能力を高め表現を出力するのであって、その成果物を学習させ類似の作品を出力するのは窃盗と同じではないか。学習するのならば権利がフリーの作品に限らなければいけないと思う。人が学び自分の色を出力する作業とAIで画像を学ばせそれを真似する作業は違うように思います。"
"185001345000000350","私は特に生成AIについて意見があります。生成AIを使用した際は必ず記述が必要、そして使用する前の段階でもう少し制限をかけるべきだと思います。すでに今出回っている生成AIのソフトを使用するには許可（資格や学習元への許諾）が必要にすることや、これから作られたり、学習させたりするAIに関しては、世間一般に共有をしないことなど厳格な体制が必要だと思います。さらに今までの出回っている生成AIについて、すでに何十億、何百億もの創作物が使用されていると聞きます。声や画像など様々なものがデータとして学習されているので、できれば規制していただけたら嬉しいのですが、規制できなくても、AIを使用したかの判別ができる状態にしてほしいです。判別ができないものにつきましては処罰があると多少は判別できるようにしてくれることを願っています。"
"185001345000000351","イラストを生業にしてる者です。現実的なラインでAI学習を防げない以上、各種生成AIは全国民が好き勝手使用可能にしながらも、個人が被害を受けた際に裁判所へ駆けこめる状態が良いと考えています。G7でお話してルール作りをしようと、EU圏巻き込んでルール作りしようと、確実に中国や中東あたりには無視されることが目に見えすぎるのはわざわざ書くまでもないことだとは思いますが、現状のAI学習無法地帯はそういった国を跨いだ際の自衛という面ではそこそこ機能していると思うのでこれは維持しながらも、個人が被害を受けた際に起訴してそれが通れば該当作品などを削除できるような状態であれば良いと考えています。"
"185001345000000352","イラストなど他人の作品を無断で元にしてAIで画像を作って、その画像を売るなどの行為が多発している。これの何が問題かというと、AIで作った画像の元になったイラストを描いた人からすれば、自分のイラストを他人が使っているにも関わらず、自分には一銭も入ってこない。著作権のある画像を無断使用されていることと、変わらないからだ。料金を支払われないで無断で自分のイラストを使われている。そして、もっと酷い話になると、自分のイラストが勝手にAIに学習されて、そのAIを使用し画像を作り、その画像を販売されるということも今まさに起きている。こんなことが、あってはならない。それを防ぐ為、幾つかのルールを作るべき。まず、大前提として「他人のイラストを無断でAIのデータに利用してはいけない」というルールが必要だ。このルールを作らないといけない理由は、使用禁止されている他人のイラストでも、AIでアレンジすれば使って良いということになってしまうからだ。そして、「AIで作られた画像はハッキリとAIで作られたことを明記する、明記しなかった場合は罰則がある」「AIで画像を作る際は元になったデータを公開する必要がある。それを拒否することは出来ない。」「AIで作った画像に他人のイラストが元になっているにも関わらず、自分のイラスト又は許可されたのみを学習させているという嘘をついた場合は罰せられる」というルールを作る。これは、AIを使って他人の作品を使用しているにも関わらず、自分の作品だけを元にして作ったという嘘をつく人が存在するからだ。冒頭でも書いた通りその中には、嘘をつき金儲けする外道も存在するからだ。私の知人には、自分のイラストを無断で使われて金儲けに利用された者、勝手に配布された者、それが原因で鬱病を発症したり、自殺未遂した者までいる。それにも関わらず、彼ら、彼女らは泣き寝入りすることしか出来ない。どうか、こんなことが二度と起こらないよう、新しいルール作りを頼みます。"
"185001345000000353","例えば、AI推進派の先生方の声や発言・思想を無断で学習させたAIがあったとして、これまでの発言を撤回・否定する声明を別の作成し公開したとして、おそらく先生方はすぐに否定の声明を出すでしょう。しかしなにも知らぬ第三者から見れば、それがAIによって作られたものであることは関係なく、先生方が自らの発言を撤回しただけにすぎない。おそらく作成し公開した人物は、「無料あるいは購入した素材を利用しただけ」というでしょう。であれば推進派の先生方はAIに学習させた人間を探すでしょう。その間にも、同様の方法で愉快犯あるいは模倣犯による声明が先生方だけでなく他の議員の先生方、ひいては内閣要人の言葉や思想が勝手に公開されるはずです。…そうなった場合、事の発端となったAI推進をされた皆様の処遇はどうなっている事でしょう。とても、楽しみにさせていただきます。自分は関係ないなどと、思わないことです。"
"185001345000000354","私は生成AIに関して、著作権侵害の可能性があるため、推進反対です。生成AIは、1から絵や音楽を作り出せるものというように見えますが、実際はインターネットの中にたくさんある完成品のデータを元に作り出したものです。特定の作者の作品を元にして生成AIを使えば、その作者の絵柄そっくりの作品ができあがります。これが作者の意を反した、つまり真似されたくないものであれば著作権を侵害しているのではないでしょうか。実際、生成AIを利用したイラスト作成により、有名クリエイターの成りすましをして不当に金銭を稼いだり、有名クリエイターを誹謗中傷の的にしたりするような出来事が起こっています。しかし、それを罰する法律もなく、AIを推進するという名目で無法地帯となっている状態です。有名クリエイターだけでなく、一般クリエイターもそれに巻き込まれている状況は異常なものでは無いでしょうか。泥棒をされて被害者泣き寝入りするようなものです。生成AIはこの先、確かに企業システムなどを助けていく技術ではあるのでしょうが、このままでは、イラスト、音楽、漫画、日本が世界に売り出すコンテンツが衰退していきます。クールジャパンを継続していくためには、クリエイターの著作権が守られるように生成AIの学習源を制限するべきだと思います。"
"185001345000000355","AIはクリエイションや、著作権などが関わるコンテンツに利用する価値がありません。医療、研究など未来をつくるためのツールにするべきです。価値のない利用方法は考えるだけ無駄です。文化の崩壊を促すのはやめにしましょう。発案に倫理観が無さすぎてどうしたいのか、方針も何も見えてきません。末恐ろしいばかりです。"
